0,"JoinHash","Inner",12940,34832,3,2,1223.9,1181.26,1181,1181,12934,5,1181.26,3395269,"store_returns","sr_customer_sk","REFERENCE","customer","c_customer_sk","REFERENCE",0,"No","No","62abd1717043ab45",1,2
1,"JoinHash","Semi",49939,7,3,2,1223.9,1268.28,6,6,12940,3,1223.9,3581897,"store_returns","sr_store_sk","REFERENCE","store_returns","sr_store_sk","REFERENCE",1,"No","No","62abd1717043ab45",1,1
2,"JoinHash","Semi",50441,12,3,2,12,1268.28,12,6,49939,3,1223.9,1916427,"store_returns","sr_store_sk","REFERENCE","store","s_store_sk","REFERENCE",1,"No","No","62abd1717043ab45",1,1
3,"JoinHash","Semi",100000,49939,2,3,1223.9,100000,1181,100000,34832,2,1181.26,9543018,"customer","c_customer_sk","REFERENCE","store_returns","sr_customer_sk","REFERENCE",1,"No","No","62abd1717043ab45",1,2
4,"JoinHash","Semi",287514,366,4,2,287514,333.86,2003,333,55820,4,1268.28,3473846,"store_returns","sr_returned_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","62abd1717043ab45",5,1
5,"JoinHash","Inner",149,6656,3,7,149.735,5250.02,149,1823,975,10,411.743,497162,"date_dim","d_date_sk","REFERENCE","store_sales","ss_sold_date_sk","REFERENCE",0,"No","No","48102a81fee54f33",1,11
6,"JoinHash","Inner",6656,39,3,4,5250.02,32.808,32,32,6656,7,5250.02,883758,"store_sales","ss_item_sk","REFERENCE","item","i_item_sk","REFERENCE",1,"No","No","48102a81fee54f33",11,1
7,"JoinHash","Semi",73049,6656,3,7,73049,5250.02,73049,1823,1675,3,1823,2162982,"date_dim","d_date_sk","DATA","store_sales","ss_sold_date_sk","REFERENCE",1,"No","No","48102a81fee54f33",2,11
8,"JoinHash","Semi",2880404,39,3,4,2.8804e+06,32.808,18000,32,6656,3,5250.02,11353768,"store_sales","ss_item_sk","DATA","item","i_item_sk","REFERENCE",1,"No","No","48102a81fee54f33",44,1
9,"JoinHash","Inner",29100,1841,7,3,31026.5,18000,18000,18000,2858,10,31026.5,3042339,"store_sales","ss_item_sk","REFERENCE","item","i_item_sk","REFERENCE",1,"No","No","43e0ae6c5f21fc66",2,1
10,"JoinHash","Inner",29757,100000,3,4,100000,32490,100000,31026,29100,7,31026.5,6656644,"store_sales","ss_customer_sk","REFERENCE","customer","c_customer_sk","REFERENCE",0,"No","No","43e0ae6c5f21fc66",2,44
11,"JoinHash","Semi",18000,11,3,2,18000,18000,10,10,1841,3,18000,5008356,"item","i_category","REFERENCE","item","i_category","REFERENCE",1,"No","No","43e0ae6c5f21fc66",1,1
12,"JoinHash","Inner",100000,50000,2,2,50000,100000,50000,43282,100000,4,100000,14678493,"customer","c_current_addr_sk","REFERENCE","customer_address","ca_address_sk","REFERENCE",1,"No","No","43e0ae6c5f21fc66",1,2
13,"JoinHash","Semi",2880404,31,3,2,2.8804e+06,862.117,1823,862,29757,3,32490,10917371,"store_sales","ss_sold_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","43e0ae6c5f21fc66",44,1
14,"JoinHash","Semi",73049,1,2,1,73049,28.3362,2401,28,31,2,862.117,273306,"date_dim","d_month_seq","DATA","date_dim","d_month_seq","REFERENCE",1,"No","No","43e0ae6c5f21fc66",2,1
15,"JoinHash","Inner",18000,7747,2,8,11475.3,18000,11475,18000,7747,10,11475.3,3454219,"item","i_item_sk","REFERENCE","store_sales","ss_item_sk","REFERENCE",1,"No","No","a5ed8e369e84a26a",13,1
16,"JoinHash","Semi",7885,299,8,3,12015.4,600,300,300,7747,8,11475.3,982450,"store_sales","ss_promo_sk","REFERENCE","promotion","p_promo_sk","REFERENCE",1,"No","No","a5ed8e369e84a26a",13,1
17,"JoinHash","Semi",553861,27440,8,4,12582,27440,12015,27440,7885,8,12015.4,10622553,"store_sales","ss_cdemo_sk","REFERENCE","customer_demographics","cd_demo_sk","REFERENCE",1,"No","No","a5ed8e369e84a26a",44,30
18,"JoinHash","Semi",2880404,366,8,2,2.8804e+06,333.86,1823,333,553861,8,12582,28283527,"store_sales","ss_sold_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","a5ed8e369e84a26a",44,1
19,"JoinHash","Semi",75,62,12,2,599.023,299.343,299,299,5,12,299.343,90381,"customer","c_customer_sk","REFERENCE","store_sales","ss_customer_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",1,1
20,"JoinHash","Semi",897,27787,12,2,299.7,1082.71,299,1082,23,12,299.38,837939,"customer","c_customer_sk","REFERENCE","web_sales","ws_bill_customer_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",2,11
21,"JoinHash","Semi",897,491,12,2,299.7,299.643,299,299,52,12,299.643,137457,"customer","c_customer_sk","REFERENCE","catalog_sales","cs_ship_customer_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",2,1
22,"JoinHash","Semi",108944,75,2,12,599.023,4140.32,299,3953,62,2,299.343,2431678,"store_sales","ss_customer_sk","REFERENCE","customer","c_customer_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",1,44
23,"JoinHash","Inner",897,932,9,3,299.7,310.371,299,299,897,12,299.7,425639,"customer_demographics","cd_demo_sk","REFERENCE","customer","c_current_cdemo_sk","REFERENCE",0,"No","No","2e0ad00e44492b13",2,2
24,"JoinHash","Semi",2880404,120,2,3,2.8804e+06,109.862,1823,109,108944,2,4140.32,12908532,"store_sales","ss_sold_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",44,1
25,"JoinHash","Semi",719384,120,2,3,719384,109.862,1823,109,27787,2,1082.71,2770849,"web_sales","ws_sold_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",11,1
26,"JoinHash","Semi",54361,897,2,12,299.7,2159.97,299,2149,491,2,299.643,379751,"catalog_sales","cs_ship_customer_sk","REFERENCE","customer","c_customer_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",2,2
27,"JoinHash","Semi",1920800,932,9,3,1.9208e+06,310.371,1920800,299,897,9,299.7,6832725,"customer_demographics","cd_demo_sk","DATA","customer","c_current_cdemo_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",30,2
28,"JoinHash","Semi",100000,459,3,2,100000,134.342,43282,134,932,3,310.371,810979,"customer","c_current_addr_sk","DATA","customer_address","ca_address_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",2,1
29,"JoinHash","Semi",1441548,120,2,3,1.44155e+06,109.862,1830,109,54361,2,2159.97,5211467,"catalog_sales","cs_sold_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","2e0ad00e44492b13",22,1
30,"JoinHash","Inner",7200,92,2,16,0,7200,0,7200,92,18,0,156803,"household_demographics","hd_demo_sk","REFERENCE","store_sales","ss_hdemo_sk","REFERENCE",1,"No","No","e9628864b4c79dc2",1,1
31,"JoinHash","Semi",92,7200,16,2,382204,7200,0,7200,92,16,0,212540,"store_sales","ss_hdemo_sk","REFERENCE","household_demographics","hd_demo_sk","REFERENCE",1,"No","No","e9628864b4c79dc2",1,1
32,"JoinHash","Inner",424,6627,3,13,0.00346151,0.239069,0,0,554,16,0.00346151,676596,"customer_demographics","cd_demo_sk","REFERENCE","store_sales","ss_cdemo_sk","REFERENCE",0,"No","No","e9628864b4c79dc2",1,1
33,"JoinHash","Semi",164640,6627,3,13,164640,0.239069,54880,0,424,3,0.00346151,10085160,"customer_demographics","cd_demo_sk","REFERENCE","store_sales","ss_cdemo_sk","REFERENCE",1,"No","No","e9628864b4c79dc2",3,1
34,"JoinHash","Semi",6663,12,13,1,12,16.5133,12,0,6627,13,0.239069,1307511,"store_sales","ss_store_sk","REFERENCE","store","s_store_sk","REFERENCE",1,"No","No","e9628864b4c79dc2",1,1
35,"JoinHash","Inner",20510,40409,3,10,393.372,87.3384,87,87,38743,13,87.3384,7055464,"customer_address","ca_address_sk","REFERENCE","store_sales","ss_addr_sk","REFERENCE",0,"No","No","e9628864b4c79dc2",4,1
36,"JoinHash","Semi",208465,365,10,2,387306,333.86,1823,333,40409,10,393.372,7865604,"store_sales","ss_sold_date_sk","REFERENCE","date_dim","d_date_sk","REFERENCE",1,"No","No","e9628864b4c79dc2",4,1
37,"JoinHash","Semi",50000,40409,3,10,393.372,50000,87,50000,21130,3,87.3384,10387592,"customer_address","ca_address_sk","REFERENCE","store_sales","ss_addr_sk","REFERENCE",1,"No","No","e9628864b4c79dc2",4,1
38,"JoinHash","Inner",41350,4539,3,5,1635.39,1627.41,1627,1627,41265,8,1627.41,3681218,"catalog_sales","cs_bill_customer_sk","REFERENCE","customer","c_customer_sk","REFERENCE",1,"No","No","747848d0ca9ebfbb",2,1
39,"JoinHash","Inner",4539,50000,2,3,1627.41,50000,1627,50000,4539,5,1627.41,1745723,"customer","c_current_addr_sk","REFERENCE","customer_address","ca_address_sk","REFERENCE",0,"No","No","747848d0ca9ebfbb",2,1
40,"JoinHash","Semi",1441548,91,3,3,1.44155e+06,83.1805,1830,83,41350,3,1635.39,5508730,"catalog_sales","cs_sold_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","747848d0ca9ebfbb",22,1
41,"JoinHash","Semi",100000,41350,2,3,1635.39,100000,1627,100000,4539,2,1627.41,4210578,"customer","c_customer_sk","REFERENCE","catalog_sales","cs_bill_customer_sk","REFERENCE",1,"No","No","747848d0ca9ebfbb",2,2
42,"JoinHash","Inner",1,1,3,17,7.02756,7.02756,7,7,1,20,7.02756,81789,"item","i_item_sk","REFERENCE","store_sales","ss_item_sk","REFERENCE",0,"No","No","76277e5ed4da0819",1,1
43,"JoinHash","Semi",18000,1,3,17,18000,7.02756,18000,7,1,3,7.02756,138224,"item","i_item_sk","DATA","store_sales","ss_item_sk","REFERENCE",1,"No","No","76277e5ed4da0819",1,1
44,"JoinHash","Semi",86067,274,17,2,5674.81,273.955,1830,91,9322,17,7.06771,1836662,"catalog_sales","cs_sold_date_sk","REFERENCE","date_dim","d_date_sk","REFERENCE",1,"No","No","76277e5ed4da0819",22,3
45,"JoinHash","Inner",57278,5894,4,13,315.124,5674.81,315,315,86067,17,5674.81,7191592,"catalog_sales","cs_bill_customer_sk","REFERENCE","store_returns","sr_customer_sk","REFERENCE",1,"No","No","76277e5ed4da0819",11,22
46,"JoinHash","Inner",5958,12,11,2,12,330.023,12,6,5894,13,315.124,1229912,"store_sales","ss_store_sk","REFERENCE","store","s_store_sk","REFERENCE",1,"No","No","76277e5ed4da0819",1,44
47,"JoinHash","Semi",1441548,5894,4,13,315.124,1.44155e+06,315,79641,57278,4,5674.81,7222883,"catalog_sales","cs_bill_customer_sk","REFERENCE","store_returns","sr_customer_sk","REFERENCE",1,"No","No","76277e5ed4da0819",11,22
48,"JoinHash","Inner",80124,40686,6,5,3103.12,346.904,2963,334,106367,11,334.779,11518255,"store_sales","ss_customer_sk","REFERENCE","store_returns","sr_customer_sk","REFERENCE",1,"No","No","76277e5ed4da0819",44,5
49,"JoinHash","Semi",2880404,91,6,2,82.3407,2.8804e+06,82,1823,80124,6,3103.12,13077839,"store_sales","ss_sold_date_sk","REFERENCE","date_dim","d_date_sk","REFERENCE",1,"No","No","76277e5ed4da0819",1,44
50,"JoinHash","Semi",287514,274,5,2,287514,273.955,2003,91,40686,5,346.904,2753038,"store_returns","sr_returned_date_sk","DATA","date_dim","d_date_sk","REFERENCE",1,"No","No","76277e5ed4da0819",5,3
51,"JoinHash","Inner",1336,1492,2,15,299.463,299.463,299,299,1492,17,299.463,507988,"customer_address","ca_address_sk","REFERENCE","customer","c_current_addr_sk","REFERENCE",0,"No","No","7ee6cff3a8c3d580",2,1
52,"JoinHash","Inner",1357,1504,2,13,313.589,299.463,299,299,1492,15,299.463,570919,"customer","c_customer_sk","REFERENCE","store_sales","ss_customer_sk","REFERENCE",0,"No","No","7ee6cff3a8c3d580",2,2
53,"JoinHash","Semi",50000,1492,2,15,299.463,50000,299,50000,1336,2,299.463,969598,"customer_address","ca_address_sk","REFERENCE","customer","c_current_addr_sk","REFERENCE",1,"No","No","7ee6cff3a8c3d580",2,1
54,"JoinHash","Inner",1535,12,11,2,328.415,12,6,12,1504,13,313.589,461611,"store_sales","ss_store_sk","REFERENCE","store","s_store_sk","REFERENCE",1,"No","No","7ee6cff3a8c3d580",3,1
55,"JoinHash","Semi",100000,1504,2,13,313.589,100000,299,100000,1357,2,299.463,1473534,"customer","c_customer_sk","REFERENCE","store_sales","ss_customer_sk","REFERENCE",1,"No","No","7ee6cff3a8c3d580",2,2
56,"JoinHash","Inner",1535,321,5,6,328.415,328.415,328,328,1535,11,328.415,340498,"store_sales","ss_item_sk","REFERENCE","item","i_item_sk","REFERENCE",1,"No","No","7ee6cff3a8c3d580",3,1
