0,"JoinHash","Semi",6585,4871,17,2,15971.2,15971.2,15971,-1,4871,17,15971.2,2251271,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","be53f6efc0018b31",11,1,0,-2,8000000,0
1,"JoinHash","Inner",6585,8133,13,4,3992.8,15971.2,3992,3992,6585,17,15971.2,3702738,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",0,"No","No","be53f6efc0018b31",32,2,-2,0,8000000,2000000
2,"JoinHash","Inner",6585,19837,3,10,20000,15971.2,19999,15971,6585,13,15971.2,1754667,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",0,"No","No","be53f6efc0018b31",2,12,-2,0,8000000,100000
3,"JoinHash","Inner",19837,5,7,3,20000,5,5,5,19837,10,20000,1095392,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","be53f6efc0018b31",2,1,0,0,100000,25
4,"JoinHash","Semi",32532,19837,3,7,20000,15971.2,19999,15971,6585,3,15971.2,2503764,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","be53f6efc0018b31",2,55,-2,-2,8000000,100000
5,"JoinHash","Semi",32532,19837,3,10,20000,15971.2,19999,15971,6585,3,15971.2,6022808,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","be53f6efc0018b31",2,55,-2,-2,8000000,100000
6,"JoinHash","Semi",8000000,8133,3,4,3992.8,8e+06,3992,2000000,32532,3,15971.2,28275487,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",1,"No","No","be53f6efc0018b31",32,123,-2,-2,8000000,2000000
7,"JoinHash","Semi",100000,5,7,3,100000,5,25,5,19837,7,20000,976236,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","be53f6efc0018b31",2,1,0,0,100000,25
8,"JoinHash","Semi",100000,5,7,3,100000,5,25,5,19837,7,20000,1091620,"supplier","s_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","Ascending","be53f6efc0018b31",2,1,0,0,100000,25
9,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,76970,"nation","n_regionkey","DATA","region","r_regionkey","REFERENCE",1,"No","Ascending","be53f6efc0018b31",1,1,0,0,25,5
10,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,57623,"nation","n_regionkey","REFERENCE","region","r_regionkey","REFERENCE",1,"No","Ascending","be53f6efc0018b31",1,1,0,0,25,5
11,"JoinHash","Semi",6449,4765,17,2,16154,16154,16154,-1,4765,17,16154,2120240,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","d3bc3b94e973ebf9",11,1,0,-2,8000000,0
