"region","r_regionkey",5,"Dictionary","FixedSize1ByteAligned"
"region","r_name",5,"Dictionary","FixedSize1ByteAligned"
"region","r_comment",5,"Dictionary","FixedSize1ByteAligned"
"customer","c_custkey",9,"Dictionary","FixedSize2ByteAligned"
"customer","c_custkey",10,"Dictionary","FixedSize2ByteAligned"
"customer","c_custkey",11,"Dictionary","FixedSize2ByteAligned"
"customer","c_name",9,"Dictionary","FixedSize2ByteAligned"
"customer","c_name",10,"Dictionary","FixedSize2ByteAligned"
"customer","c_name",11,"Dictionary","FixedSize2ByteAligned"
"customer","c_address",9,"Dictionary","FixedSize2ByteAligned"
"customer","c_address",10,"Dictionary","FixedSize2ByteAligned"
"customer","c_address",11,"Dictionary","FixedSize2ByteAligned"
"customer","c_nationkey",9,"Dictionary","FixedSize1ByteAligned"
"customer","c_nationkey",10,"Dictionary","FixedSize1ByteAligned"
"customer","c_nationkey",11,"Dictionary","FixedSize1ByteAligned"
"customer","c_phone",9,"Dictionary","FixedSize2ByteAligned"
"customer","c_phone",10,"Dictionary","FixedSize2ByteAligned"
"customer","c_phone",11,"Dictionary","FixedSize2ByteAligned"
"customer","c_acctbal",9,"Dictionary","FixedSize2ByteAligned"
"customer","c_acctbal",10,"Dictionary","FixedSize2ByteAligned"
"customer","c_acctbal",11,"Dictionary","FixedSize2ByteAligned"
"customer","c_mktsegment",9,"Dictionary","FixedSize1ByteAligned"
"customer","c_mktsegment",10,"Dictionary","FixedSize1ByteAligned"
"customer","c_mktsegment",11,"Dictionary","FixedSize1ByteAligned"
"customer","c_comment",9,"Dictionary","FixedSize2ByteAligned"
"customer","c_comment",10,"Dictionary","FixedSize2ByteAligned"
"customer","c_comment",11,"Dictionary","FixedSize2ByteAligned"
"supplier","s_suppkey",5,"Dictionary","FixedSize2ByteAligned"
"supplier","s_name",5,"Dictionary","FixedSize2ByteAligned"
"supplier","s_address",5,"Dictionary","FixedSize2ByteAligned"
"supplier","s_nationkey",5,"Dictionary","FixedSize1ByteAligned"
"supplier","s_phone",5,"Dictionary","FixedSize2ByteAligned"
