"Aggregate",5940906,7,5.94243e+06,4,8,5.94243e+06,1292723791,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","1a48bd3a39e20462",92,"",0
"Aggregate",5940906,7,5.94243e+06,4,8,5.94243e+06,1292723791,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","1a48bd3a39e20462",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,228326,"","lineitem","","","","1a48bd3a39e20462",0,"",0
"Aggregate",5879628,7,5.89681e+06,4,8,5.89681e+06,1289894059,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","269419d15e668496",91,"",0
"Aggregate",5879628,7,5.89681e+06,4,8,5.89681e+06,1289894059,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","269419d15e668496",91,"",0
"GetTable",0,0,0,5938955,7,5.93896e+06,221900,"","lineitem","","","","269419d15e668496",0,"",0
"Aggregate",5867953,7,5.89681e+06,4,8,5.89681e+06,1274614173,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","c6bcbe4c09b85db0",91,"",0
"Aggregate",5867953,7,5.89681e+06,4,8,5.89681e+06,1274614173,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","c6bcbe4c09b85db0",91,"",0
"GetTable",0,0,0,5938955,7,5.93896e+06,231050,"","lineitem","","","","c6bcbe4c09b85db0",0,"",0
"Aggregate",5948421,7,5.94243e+06,4,8,5.94243e+06,1288175295,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","7a589f8ab18426d6",92,"",0
"Aggregate",5948421,7,5.94243e+06,4,8,5.94243e+06,1288175295,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","7a589f8ab18426d6",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,229303,"","lineitem","","","","7a589f8ab18426d6",0,"",0
"Aggregate",5875024,7,5.89681e+06,4,8,5.89681e+06,1288585988,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","5fb90f2d9a7abd16",91,"",0
"Aggregate",5875024,7,5.89681e+06,4,8,5.89681e+06,1288585988,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","5fb90f2d9a7abd16",91,"",0
"GetTable",0,0,0,5938955,7,5.93896e+06,221900,"","lineitem","","","","5fb90f2d9a7abd16",0,"",0
"Aggregate",5951339,7,5.94243e+06,4,8,5.94243e+06,1299849040,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","a7d197fa7ecf79f7",92,"",0
"Aggregate",5951339,7,5.94243e+06,4,8,5.94243e+06,1299849040,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","a7d197fa7ecf79f7",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,227768,"","lineitem","","","","a7d197fa7ecf79f7",0,"",0
"Aggregate",5958192,7,5.94243e+06,4,8,5.94243e+06,1330875454,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","23be30a2d1ea7974",92,"",0
"Aggregate",5958192,7,5.94243e+06,4,8,5.94243e+06,1330875454,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","23be30a2d1ea7974",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,228465,"","lineitem","","","","23be30a2d1ea7974",0,"",0
"Aggregate",5886255,7,5.89681e+06,4,8,5.89681e+06,1278195380,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","d4f9e149097d68f9",91,"",0
"Aggregate",5886255,7,5.89681e+06,4,8,5.89681e+06,1278195380,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","d4f9e149097d68f9",91,"",0
"GetTable",0,0,0,5938955,7,5.93896e+06,221761,"","lineitem","","","","d4f9e149097d68f9",0,"",0
"Aggregate",5946915,7,5.94243e+06,4,8,5.94243e+06,1310478244,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","4b473c06898b84ed",92,"",0
"Aggregate",5946915,7,5.94243e+06,4,8,5.94243e+06,1310478244,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","4b473c06898b84ed",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,243692,"","lineitem","","","","4b473c06898b84ed",0,"",0
"Aggregate",5916591,7,5.94243e+06,4,8,5.94243e+06,1281642408,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","f5aef478da6a9bcc",92,"",0
"Aggregate",5916591,7,5.94243e+06,4,8,5.94243e+06,1281642408,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","f5aef478da6a9bcc",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,224414,"","lineitem","","","","f5aef478da6a9bcc",0,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1296755850,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","7d19fa930e67f9c1",91,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1296755850,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","7d19fa930e67f9c1",91,"",0
"GetTable",0,0,0,5938955,7,5.93896e+06,233006,"","lineitem","","","","7d19fa930e67f9c1",0,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1275740297,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","7d19fa930e67f9c1",91,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1275740297,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","7d19fa930e67f9c1",91,"",0
"GetTable",0,0,0,5938955,7,5.93896e+06,224903,"","lineitem","","","","7d19fa930e67f9c1",0,"",0
"Aggregate",5960814,7,5.94243e+06,4,8,5.94243e+06,1295901079,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","6e2f0e10db30793b",92,"",0
"Aggregate",5960814,7,5.94243e+06,4,8,5.94243e+06,1295901079,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","6e2f0e10db30793b",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,230282,"","lineitem","","","","6e2f0e10db30793b",0,"",0
"Aggregate",5914748,7,5.94243e+06,4,8,5.94243e+06,1301020503,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","f16984c46aa94970",92,"",0
"Aggregate",5914748,7,5.94243e+06,4,8,5.94243e+06,1301020503,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","f16984c46aa94970",92,"",0
"GetTable",0,0,0,5987001,7,5.987e+06,229234,"","lineitem","","","","f16984c46aa94970",0,"",0
"Aggregate",5923969,7,5.94243e+06,4,8,5.94243e+06,1279453581,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","c4ac9a56a0868f06",92,"",0
