"Aggregate",5865548,7,5.8968e+06,4,8,5.8968e+06,1269931017,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","5aa537e0d658225a",91,"",0
"Aggregate",5865548,7,5.8968e+06,4,8,5.8968e+06,1269931017,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","5aa537e0d658225a",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,230631,"","lineitem","","","","5aa537e0d658225a",0,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1295524330,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","7d19fa930e67f9c1",91,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1295524330,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","7d19fa930e67f9c1",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,243273,"","lineitem","","","","7d19fa930e67f9c1",0,"",0
"Aggregate",5958192,7,5.94243e+06,4,8,5.94243e+06,1297686757,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","23be30a2d1ea7974",92,"",0
"Aggregate",5958192,7,5.94243e+06,4,8,5.94243e+06,1297686757,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","23be30a2d1ea7974",92,"",0
"GetTable",0,0,0,5977835,7,5.97784e+06,235241,"","lineitem","","","","23be30a2d1ea7974",0,"",0
"Aggregate",5867953,7,5.89681e+06,4,8,5.89681e+06,1277673143,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","c6bcbe4c09b85db0",91,"",0
"Aggregate",5867953,7,5.89681e+06,4,8,5.89681e+06,1277673143,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","c6bcbe4c09b85db0",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,246835,"","lineitem","","","","c6bcbe4c09b85db0",0,"",0
"Aggregate",5954165,7,5.94243e+06,4,8,5.94243e+06,1296476888,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","5847516f351e1a2e",92,"",0
"Aggregate",5954165,7,5.94243e+06,4,8,5.94243e+06,1296476888,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","5847516f351e1a2e",92,"",0
"GetTable",0,0,0,5977835,7,5.97784e+06,235031,"","lineitem","","","","5847516f351e1a2e",0,"",0
"Aggregate",5894737,7,5.89682e+06,4,8,5.89682e+06,1279385762,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","4cd86c93b28607d6",91,"",0
"Aggregate",5894737,7,5.89682e+06,4,8,5.89682e+06,1279385762,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","4cd86c93b28607d6",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,233495,"","lineitem","","","","4cd86c93b28607d6",0,"",0
"Aggregate",5892617,7,5.89682e+06,4,8,5.89682e+06,1267570298,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","b58acca9ce914428",91,"",0
"Aggregate",5892617,7,5.89682e+06,4,8,5.89682e+06,1267570298,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","b58acca9ce914428",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,232656,"","lineitem","","","","b58acca9ce914428",0,"",0
"Aggregate",5937769,7,5.94243e+06,4,8,5.94243e+06,1282322777,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","6198cc23ecdcee3c",92,"",0
"Aggregate",5937769,7,5.94243e+06,4,8,5.94243e+06,1282322777,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","6198cc23ecdcee3c",92,"",0
"GetTable",0,0,0,5977835,7,5.97784e+06,232796,"","lineitem","","","","6198cc23ecdcee3c",0,"",0
"Aggregate",5940906,7,5.94243e+06,4,8,5.94243e+06,1302685829,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","1a48bd3a39e20462",92,"",0
"Aggregate",5940906,7,5.94243e+06,4,8,5.94243e+06,1302685829,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","1a48bd3a39e20462",92,"",0
"GetTable",0,0,0,5977835,7,5.97784e+06,241178,"","lineitem","","","","1a48bd3a39e20462",0,"",0
"Aggregate",5858284,7,5.8968e+06,4,8,5.8968e+06,1281111931,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","16f0c80e084bc33c",91,"",0
"Aggregate",5858284,7,5.8968e+06,4,8,5.8968e+06,1281111931,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","16f0c80e084bc33c",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,251655,"","lineitem","","","","16f0c80e084bc33c",0,"",0
"Aggregate",5850871,7,5.8968e+06,4,8,5.8968e+06,1274804437,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","6be7835de6b4d1ea",91,"",0
"Aggregate",5850871,7,5.8968e+06,4,8,5.8968e+06,1274804437,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","6be7835de6b4d1ea",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,239361,"","lineitem","","","","6be7835de6b4d1ea",0,"",0
"Aggregate",5886255,7,5.89681e+06,4,8,5.89681e+06,1278130773,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","d4f9e149097d68f9",91,"",0
"Aggregate",5886255,7,5.89681e+06,4,8,5.89681e+06,1278130773,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","d4f9e149097d68f9",91,"",0
"GetTable",0,0,0,5912300,7,5.9123e+06,237545,"","lineitem","","","","d4f9e149097d68f9",0,"",0
"Aggregate",5945423,7,5.94243e+06,4,8,5.94243e+06,1308687539,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","899ed7a084d143c2",92,"",0
"Aggregate",5945423,7,5.94243e+06,4,8,5.94243e+06,1308687539,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","899ed7a084d143c2",92,"",0
