0,"JoinHash","Semi",687,491,17,2,1562.8,1562.8,1562,-1,491,17,1562.8,330719,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","54244c4934e2f8d8",2,1,0,-2,800000,0
1,"JoinHash","Inner",687,810,13,4,390.7,1562.8,390,390,687,17,1562.8,318287,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",0,"No","No","54244c4934e2f8d8",4,1,-2,0,800000,200000
2,"JoinHash","Inner",687,2003,3,10,2000,1562.8,2000,1562,687,13,1562.8,276240,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",0,"No","No","54244c4934e2f8d8",1,2,-2,0,800000,10000
3,"JoinHash","Inner",2003,5,7,3,2000,5,5,5,2003,10,2000,161414,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","54244c4934e2f8d8",1,1,0,0,10000,25
4,"JoinHash","Semi",3240,2003,3,7,2000,1562.8,2000,1562,687,3,1562.8,354258,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","54244c4934e2f8d8",1,6,-2,-2,800000,10000
5,"JoinHash","Semi",3240,2003,3,10,2000,1562.8,2000,1562,687,3,1562.8,373047,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","54244c4934e2f8d8",1,6,-2,-2,800000,10000
6,"JoinHash","Semi",800000,810,3,4,390.7,800000,390,200000,3240,3,1562.8,2202097,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",1,"No","No","54244c4934e2f8d8",4,13,-2,-2,800000,200000
7,"JoinHash","Semi",10000,5,7,3,10000,5,25,5,2003,7,2000,169376,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","54244c4934e2f8d8",1,1,0,0,10000,25
8,"JoinHash","Semi",10000,5,7,3,10000,5,25,5,2003,7,2000,171960,"supplier","s_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","Ascending","54244c4934e2f8d8",1,1,0,0,10000,25
9,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,63979,"nation","n_regionkey","DATA","region","r_regionkey","REFERENCE",1,"No","Ascending","54244c4934e2f8d8",1,1,0,0,25,5
