"Aggregate",5867953,7,5.89681e+06,4,8,5.89681e+06,1272238914,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","c6bcbe4c09b85db0",92,"",0
"Aggregate",5867953,7,5.89681e+06,4,8,5.89681e+06,1272238914,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","c6bcbe4c09b85db0",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,227558,"","lineitem","","","","c6bcbe4c09b85db0",0,"",0
"Aggregate",5865548,7,5.89681e+06,4,8,5.89681e+06,1276897280,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","5aa537e0d658225a",92,"",0
"Aggregate",5865548,7,5.89681e+06,4,8,5.89681e+06,1276897280,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","5aa537e0d658225a",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,229374,"","lineitem","","","","5aa537e0d658225a",0,"",0
"Aggregate",5949912,7,5.94243e+06,4,8,5.94243e+06,1290733242,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","e4045eee81646eb0",92,"",0
"Aggregate",5949912,7,5.94243e+06,4,8,5.94243e+06,1290733242,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","e4045eee81646eb0",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,232377,"","lineitem","","","","e4045eee81646eb0",0,"",0
"Aggregate",5929262,7,5.94243e+06,4,8,5.94243e+06,1283939621,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","81a44cc0d10b9eb8",92,"",0
"Aggregate",5929262,7,5.94243e+06,4,8,5.94243e+06,1283939621,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","81a44cc0d10b9eb8",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,245997,"","lineitem","","","","81a44cc0d10b9eb8",0,"",0
"Aggregate",5958192,7,5.94243e+06,4,8,5.94243e+06,1285275701,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","23be30a2d1ea7974",92,"",0
"Aggregate",5958192,7,5.94243e+06,4,8,5.94243e+06,1285275701,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","23be30a2d1ea7974",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,221481,"","lineitem","","","","23be30a2d1ea7974",0,"",0
"Aggregate",5914748,7,5.94243e+06,4,8,5.94243e+06,1292568298,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","f16984c46aa94970",92,"",0
"Aggregate",5914748,7,5.94243e+06,4,8,5.94243e+06,1292568298,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","f16984c46aa94970",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,265903,"","lineitem","","","","f16984c46aa94970",0,"",0
"Aggregate",5906972,7,5.89682e+06,4,8,5.89682e+06,1265437402,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","b2417c7a25d7a0a1",92,"",0
"Aggregate",5906972,7,5.89682e+06,4,8,5.89682e+06,1265437402,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","b2417c7a25d7a0a1",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,226929,"","lineitem","","","","b2417c7a25d7a0a1",0,"",0
"Aggregate",5920309,7,5.94243e+06,4,8,5.94243e+06,1289555083,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","f4861be734996d3d",92,"",0
"Aggregate",5920309,7,5.94243e+06,4,8,5.94243e+06,1289555083,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","f4861be734996d3d",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,228954,"","lineitem","","","","f4861be734996d3d",0,"",0
"Aggregate",5905015,7,5.89682e+06,4,8,5.89682e+06,1271214137,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","9a1adec8eeee6ec1",92,"",0
"Aggregate",5905015,7,5.89682e+06,4,8,5.89682e+06,1271214137,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","9a1adec8eeee6ec1",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,220364,"","lineitem","","","","9a1adec8eeee6ec1",0,"",0
"Aggregate",5955519,7,5.94243e+06,4,8,5.94243e+06,1282160998,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","520ea388ee97274f",92,"",0
"Aggregate",5955519,7,5.94243e+06,4,8,5.94243e+06,1282160998,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","520ea388ee97274f",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,227977,"","lineitem","","","","520ea388ee97274f",0,"",0
"Aggregate",5855843,7,5.89681e+06,4,8,5.89681e+06,1265654203,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","1f0a3c2cae30b6aa",92,"",0
"Aggregate",5855843,7,5.89681e+06,4,8,5.89681e+06,1265654203,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","1f0a3c2cae30b6aa",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,230282,"","lineitem","","","","1f0a3c2cae30b6aa",0,"",0
"Aggregate",5934362,7,5.94243e+06,4,8,5.94243e+06,1274262417,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","9ab029783d34c8bb",92,"",0
"Aggregate",5934362,7,5.94243e+06,4,8,5.94243e+06,1274262417,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","9ab029783d34c8bb",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,240899,"","lineitem","","","","9ab029783d34c8bb",0,"",0
"Aggregate",5863176,7,5.89681e+06,4,8,5.89681e+06,1269591548,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","a374b38c4825a71e",92,"",0
"Aggregate",5863176,7,5.89681e+06,4,8,5.89681e+06,1269591548,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","a374b38c4825a71e",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,227208,"","lineitem","","","","a374b38c4825a71e",0,"",0
"Aggregate",5892617,7,5.89682e+06,4,8,5.89682e+06,1284846987,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","b58acca9ce914428",92,"",0
"Aggregate",5892617,7,5.89682e+06,4,8,5.89682e+06,1284846987,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","b58acca9ce914428",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,228186,"","lineitem","","","","b58acca9ce914428",0,"",0
"Aggregate",5910858,7,5.89682e+06,4,8,5.89682e+06,1283584244,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","b5839d58340580a1",92,"",0
"Aggregate",5910858,7,5.89682e+06,4,8,5.89682e+06,1283584244,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","b5839d58340580a1",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,229653,"","lineitem","","","","b5839d58340580a1",0,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1290586845,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","7d19fa930e67f9c1",92,"",0
"Aggregate",5902892,7,5.89682e+06,4,8,5.89682e+06,1290586845,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","7d19fa930e67f9c1",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,224763,"","lineitem","","","","7d19fa930e67f9c1",0,"",0
"Aggregate",5875024,7,5.89681e+06,4,8,5.89681e+06,1270705171,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","5fb90f2d9a7abd16",92,"",0
"Aggregate",5875024,7,5.89681e+06,4,8,5.89681e+06,1270705171,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","5fb90f2d9a7abd16",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,223646,"","lineitem","","","","5fb90f2d9a7abd16",0,"",0
"Aggregate",5936122,7,5.94243e+06,4,8,5.94243e+06,1297932456,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","b530ac9facbd12b4",92,"",0
"Aggregate",5936122,7,5.94243e+06,4,8,5.94243e+06,1297932456,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","b530ac9facbd12b4",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,224694,"","lineitem","","","","b530ac9facbd12b4",0,"",0
"Aggregate",5881838,7,5.89681e+06,4,8,5.89681e+06,1279487859,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","c02611972b6472fc",92,"",0
"Aggregate",5881838,7,5.89681e+06,4,8,5.89681e+06,1279487859,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","c02611972b6472fc",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,232447,"","lineitem","","","","c02611972b6472fc",0,"",0
"Aggregate",5898833,7,5.89682e+06,4,8,5.89682e+06,1281270672,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","81159c3583cfda0",92,"",0
"Aggregate",5898833,7,5.89682e+06,4,8,5.89682e+06,1281270672,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","81159c3583cfda0",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,229094,"","lineitem","","","","81159c3583cfda0",0,"",0
"Aggregate",5850871,7,5.89681e+06,4,8,5.89681e+06,1270949001,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","6be7835de6b4d1ea",92,"",0
"Aggregate",5850871,7,5.89681e+06,4,8,5.89681e+06,1270949001,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","6be7835de6b4d1ea",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,226929,"","lineitem","","","","6be7835de6b4d1ea",0,"",0
"Aggregate",5886255,7,5.89681e+06,4,8,5.89681e+06,1271491983,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","d4f9e149097d68f9",92,"",0
"Aggregate",5886255,7,5.89681e+06,4,8,5.89681e+06,1271491983,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","d4f9e149097d68f9",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,223995,"","lineitem","","","","d4f9e149097d68f9",0,"",0
"Aggregate",5865548,7,5.89681e+06,4,8,5.89681e+06,1281453947,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","5aa537e0d658225a",92,"",0
"Aggregate",5865548,7,5.89681e+06,4,8,5.89681e+06,1281453947,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","5aa537e0d658225a",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,226789,"","lineitem","","","","5aa537e0d658225a",0,"",0
"Aggregate",5906972,7,5.89682e+06,4,8,5.89682e+06,1283965672,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","b2417c7a25d7a0a1",92,"",0
"Aggregate",5906972,7,5.89682e+06,4,8,5.89682e+06,1283965672,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","b2417c7a25d7a0a1",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,231260,"","lineitem","","","","b2417c7a25d7a0a1",0,"",0
"Aggregate",5948421,7,5.94243e+06,4,8,5.94243e+06,1306812301,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","7a589f8ab18426d6",92,"",0
"Aggregate",5948421,7,5.94243e+06,4,8,5.94243e+06,1306812301,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","7a589f8ab18426d6",92,"",0
"GetTable",0,0,0,6001215,7,6.00122e+06,242784,"","lineitem","","","","7a589f8ab18426d6",0,"",0
