Aggregate,5946915,7,5942430.0,4,8,5942430.0,845039637,REFERENCE,AggregateHash,0,4b473c06898b84ed,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5867953,7,5896810.0,4,8,5896810.0,828938296,REFERENCE,AggregateHash,0,c6bcbe4c09b85db0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5865548,7,5896810.0,4,8,5896810.0,835497235,REFERENCE,AggregateHash,0,5aa537e0d658225a,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5906972,7,5896820.0,4,8,5896820.0,845241772,REFERENCE,AggregateHash,0,b2417c7a25d7a0a1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5881838,7,5896810.0,4,8,5896810.0,852013531,REFERENCE,AggregateHash,0,c02611972b6472fc,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5942432,7,5942430.0,4,8,5942430.0,861317341,REFERENCE,AggregateHash,0,b677fb55002d6f92,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5923969,7,5942430.0,4,8,5942430.0,848104052,REFERENCE,AggregateHash,0,c4ac9a56a0868f06,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5939315,7,5942430.0,4,8,5942430.0,853322162,REFERENCE,AggregateHash,0,d6526b1f836cfab4,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5922140,7,5942430.0,4,8,5942430.0,837634237,REFERENCE,AggregateHash,0,e80736cff9a334ec,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5905015,7,5896820.0,4,8,5896820.0,957749031,REFERENCE,AggregateHash,0,9a1adec8eeee6ec1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5934362,7,5942430.0,4,8,5942430.0,842567236,REFERENCE,AggregateHash,0,9ab029783d34c8bb,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5892617,7,5896820.0,4,8,5896820.0,834709793,REFERENCE,AggregateHash,0,b58acca9ce914428,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5855843,7,5896810.0,4,8,5896810.0,837392641,REFERENCE,AggregateHash,0,1f0a3c2cae30b6aa,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5954165,7,5942430.0,4,8,5942430.0,847621697,REFERENCE,AggregateHash,0,5847516f351e1a2e,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5927446,7,5942430.0,4,8,5942430.0,833640035,REFERENCE,AggregateHash,0,6081c4fbd55e16ea,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5948421,7,5942430.0,4,8,5942430.0,852201835,REFERENCE,AggregateHash,0,7a589f8ab18426d6,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5937769,7,5942430.0,4,8,5942430.0,837477154,REFERENCE,AggregateHash,0,6198cc23ecdcee3c,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5908924,7,5896820.0,4,8,5896820.0,850995040,REFERENCE,AggregateHash,0,c934fe6b09ae7c7,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5906972,7,5896820.0,4,8,5896820.0,843774660,REFERENCE,AggregateHash,0,b2417c7a25d7a0a1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5955519,7,5942430.0,4,8,5942430.0,843621628,REFERENCE,AggregateHash,0,520ea388ee97274f,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5888450,7,5896810.0,4,8,5896810.0,839298313,REFERENCE,AggregateHash,0,ae86c17a865bcff8,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5865548,7,5896810.0,4,8,5896810.0,843192566,REFERENCE,AggregateHash,0,5aa537e0d658225a,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5927446,7,5942430.0,4,8,5942430.0,877319431,REFERENCE,AggregateHash,0,6081c4fbd55e16ea,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5920309,7,5942430.0,4,8,5942430.0,848257643,REFERENCE,AggregateHash,0,f4861be734996d3d,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5863176,7,5896810.0,4,8,5896810.0,834539928,REFERENCE,AggregateHash,0,a374b38c4825a71e,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5850871,7,5896810.0,4,8,5896810.0,846561857,REFERENCE,AggregateHash,0,6be7835de6b4d1ea,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5963389,7,5974960.0,4,8,5974960.0,1022494549,REFERENCE,AggregateHash,0,3898d8ff5bfa1046,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5892617,7,5896820.0,4,8,5896820.0,829858514,REFERENCE,AggregateHash,0,b58acca9ce914428,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5902892,7,5896820.0,4,8,5896820.0,838557458,REFERENCE,AggregateHash,0,7d19fa930e67f9c1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5905015,7,5896820.0,4,8,5896820.0,857310566,REFERENCE,AggregateHash,0,9a1adec8eeee6ec1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5906972,7,5896820.0,4,8,5896820.0,860252960,REFERENCE,AggregateHash,0,b2417c7a25d7a0a1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5948421,7,5942430.0,4,8,5942430.0,865265374,REFERENCE,AggregateHash,0,7a589f8ab18426d6,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5925717,7,5942430.0,4,8,5942430.0,852878920,REFERENCE,AggregateHash,0,e34d45bba8873ec0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5949912,7,5942430.0,4,8,5942430.0,850558433,REFERENCE,AggregateHash,0,e4045eee81646eb0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5914748,7,5942430.0,4,8,5942430.0,857536866,REFERENCE,AggregateHash,0,f16984c46aa94970,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5958192,7,5942430.0,4,8,5942430.0,851738827,REFERENCE,AggregateHash,0,23be30a2d1ea7974,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5898833,7,5896820.0,4,8,5896820.0,845954618,REFERENCE,AggregateHash,0,81159c3583cfda0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5937769,7,5942430.0,4,8,5942430.0,858522460,REFERENCE,AggregateHash,0,6198cc23ecdcee3c,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5925717,7,5942430.0,4,8,5942430.0,846397160,REFERENCE,AggregateHash,0,e34d45bba8873ec0,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5853339,7,5896810.0,4,8,5896810.0,957897384,REFERENCE,AggregateHash,0,4e4cb5b90ba5de03,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5905015,7,5896820.0,4,8,5896820.0,844015558,REFERENCE,AggregateHash,0,9a1adec8eeee6ec1,92,2,6,"l_returnflag,l_linestatus",0
Aggregate,5945423,7,5942430.0,4,8,5942430.0,849642406,REFERENCE,AggregateHash,0,899ed7a084d143c2,92,2,6,"l_returnflag,l_linestatus",0
