"TableScan",6001215,7,6.00122e+06,5927446,7,5.94243e+06,40081075,"DATA","lineitem","l_shipdate","ColumnVsValue","No","6081c4fbd55e16ea",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5946915,7,5.94243e+06,35219110,"DATA","lineitem","l_shipdate","ColumnVsValue","No","4b473c06898b84ed",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5905015,7,5.89682e+06,33730486,"DATA","lineitem","l_shipdate","ColumnVsValue","No","9a1adec8eeee6ec1",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5902892,7,5.89682e+06,37383631,"DATA","lineitem","l_shipdate","ColumnVsValue","No","7d19fa930e67f9c1",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5875024,7,5.89681e+06,35553532,"DATA","lineitem","l_shipdate","ColumnVsValue","No","5fb90f2d9a7abd16",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5906972,7,5.89682e+06,36232432,"DATA","lineitem","l_shipdate","ColumnVsValue","No","b2417c7a25d7a0a1",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5865548,7,5.89681e+06,38166043,"DATA","lineitem","l_shipdate","ColumnVsValue","No","5aa537e0d658225a",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5870362,7,5.89681e+06,35134107,"DATA","lineitem","l_shipdate","ColumnVsValue","No","3f0408f32715eec6",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5906972,7,5.89682e+06,35493674,"DATA","lineitem","l_shipdate","ColumnVsValue","No","b2417c7a25d7a0a1",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5949912,7,5.94243e+06,35236781,"DATA","lineitem","l_shipdate","ColumnVsValue","No","e4045eee81646eb0",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5850871,7,5.89681e+06,35148286,"DATA","lineitem","l_shipdate","ColumnVsValue","No","6be7835de6b4d1ea",93,"LessThanEquals",0,0,0,93
"TableScan",6001215,7,6.00122e+06,5942432,7,5.94243e+06,33656031,"DATA","lineitem","l_shipdate","ColumnVsValue","No","b677fb55002d6f92",93,"LessThanEquals",0,0,0,93
