"Aggregate",5963389,7,5.97496e+06,4,8,5.97496e+06,1498398732,"REFERENCE","lineitem","l_returnflag","AggregateHash","No","3898d8ff5bfa1046",92,""
"Aggregate",5963389,7,5.97496e+06,4,8,5.97496e+06,1498398732,"REFERENCE","lineitem","l_linestatus","AggregateHash","No","3898d8ff5bfa1046",92,""
"GetTable",0,0,0,6001215,7,6.00122e+06,269535,"","lineitem","","","","3898d8ff5bfa1046",0,""
"Aggregate",605,3,1624.8,464,2,1624.8,486267,"REFERENCE","partsupp","ps_partkey","AggregateHash","No","618803d3332e7ba1",2,""
"GetTable",0,0,0,200000,4,200000,13410,"","part","","","","618803d3332e7ba1",0,""
"GetTable",0,0,0,800000,3,800000,44352,"","partsupp","","","","618803d3332e7ba1",0,""
"GetTable",0,0,0,10000,7,10000,7333,"","supplier","","","","618803d3332e7ba1",0,""
"GetTable",0,0,0,25,3,25,6915,"","nation","","","","618803d3332e7ba1",0,""
"GetTable",0,0,0,5,2,5,4610,"","region","","","","618803d3332e7ba1",0,""
"Aggregate",29947,4,463667,11374,4,463667,14966285,"REFERENCE","lineitem","l_orderkey","AggregateHash","No","c650fa001f66863e",23,""
"Aggregate",29947,4,463667,11374,4,463667,14966285,"REFERENCE","orders","o_orderdate","AggregateHash","No","c650fa001f66863e",23,""
"Aggregate",29947,4,463667,11374,4,463667,14966285,"REFERENCE","orders","o_shippriority","AggregateHash","No","c650fa001f66863e",23,""
"GetTable",0,0,0,6001215,4,6.00122e+06,227558,"","lineitem","","","","c650fa001f66863e",0,""
"GetTable",0,0,0,1500000,4,1.5e+06,51686,"","orders","","","","c650fa001f66863e",0,""
"GetTable",0,0,0,150000,2,150000,9639,"","customer","","","","c650fa001f66863e",0,""
"Aggregate",53034,3,60360.9,5,2,60360.9,6917531,"REFERENCE","orders","o_orderpriority","AggregateHash","No","b84c0a6bac8ed163",2,""
"GetTable",0,0,0,1500000,3,1.5e+06,45260,"","orders","","","","b84c0a6bac8ed163",0,""
"GetTable",0,0,0,6001215,3,6.00122e+06,207512,"","lineitem","","","","b84c0a6bac8ed163",0,""
"Aggregate",7375,2,177974,5,2,177974,836892,"REFERENCE","nation","n_name","AggregateHash","No","88a72293bd68c223",2,""
"GetTable",0,0,0,150000,2,150000,23748,"","customer","","","","88a72293bd68c223",0,""
"GetTable",0,0,0,1500000,3,1.5e+06,39952,"","orders","","","","88a72293bd68c223",0,""
"GetTable",0,0,0,6001215,4,6.00122e+06,248721,"","lineitem","","","","88a72293bd68c223",0,""
"GetTable",0,0,0,10000,2,10000,24655,"","supplier","","","","88a72293bd68c223",0,""
"GetTable",0,0,0,25,3,25,7962,"","nation","","","","88a72293bd68c223",0,""
"GetTable",0,0,0,5,2,5,9918,"","region","","","","88a72293bd68c223",0,""
"GetTable",0,0,0,6001215,4,6.00122e+06,235800,"","lineitem","","","","6b078442ca392bed",0,""
"Aggregate",5603,4,27184,4,4,27184,1757531,"REFERENCE","nation","n_name","AggregateHash","No","be0f6631891e26a1",1,""
"Aggregate",5603,4,27184,4,4,27184,1757531,"REFERENCE","nation","n_name","AggregateHash","No","be0f6631891e26a1",1,""
"GetTable",0,0,0,10000,2,10000,6915,"","supplier","","","","be0f6631891e26a1",0,""
"GetTable",0,0,0,1500000,2,1.5e+06,56086,"","orders","","","","be0f6631891e26a1",0,""
