0,"JoinHash","Semi",605,464,17,2,1624.8,1624.8,1624,-1,464,17,1624.8,510922,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","618803d3332e7ba1",2,1
1,"JoinHash","Inner",605,803,13,4,406.2,1624.8,406,406,605,17,1624.8,327087,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",0,"No","No","618803d3332e7ba1",4,1
2,"JoinHash","Inner",605,2019,3,10,2000,1624.8,2000,1624,605,13,1624.8,311652,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",0,"No","No","618803d3332e7ba1",1,2
3,"JoinHash","Inner",2019,5,7,3,2000,5,5,5,2019,10,2000,228815,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","No","618803d3332e7ba1",1,1
4,"JoinHash","Semi",3212,2019,3,7,2000,1624.8,2000,1624,605,3,1624.8,408388,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","618803d3332e7ba1",1,6
5,"JoinHash","Semi",3212,2019,3,10,2000,1624.8,2000,1624,605,3,1624.8,795683,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","618803d3332e7ba1",1,6
6,"JoinHash","Semi",800000,803,3,4,406.2,800000,406,200000,3212,3,1624.8,3541809,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",1,"No","No","618803d3332e7ba1",4,13
7,"JoinHash","Semi",10000,5,7,3,10000,5,25,5,2019,7,2000,197803,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","No","618803d3332e7ba1",1,1
8,"JoinHash","Semi",10000,5,7,3,10000,5,25,5,2019,7,2000,201575,"supplier","s_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","No","618803d3332e7ba1",1,1
9,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,74036,"nation","n_regionkey","DATA","region","r_regionkey","REFERENCE",1,"No","No","618803d3332e7ba1",1,1
10,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,68310,"nation","n_regionkey","REFERENCE","region","r_regionkey","REFERENCE",1,"No","No","618803d3332e7ba1",1,1
11,"JoinHash","Inner",29947,144138,4,4,463667,215720,215719,215719,29947,8,463667,17081835,"lineitem","l_orderkey","REFERENCE","orders","o_orderkey","REFERENCE",0,"No","No","c650fa001f66863e",2,23
12,"JoinHash","Semi",6001215,144138,4,4,6.00122e+06,215720,1500000,215719,577215,4,863053,142547494,"lineitem","l_orderkey","DATA","orders","o_orderkey","REFERENCE",1,"Ascending","No","c650fa001f66863e",92,23
13,"JoinHash","Semi",1500000,29949,4,2,29949,1.5e+06,29949,99996,298980,4,449025,29038316,"orders","o_custkey","REFERENCE","customer","c_custkey","REFERENCE",1,"No","No","c650fa001f66863e",3,23
14,"JoinHash","Semi",57805,146272,3,3,60360.8,241492,60360,60360,53034,3,60360.9,30860802,"orders","o_orderkey","REFERENCE","lineitem","l_orderkey","REFERENCE",1,"No","No","b84c0a6bac8ed163",23,92
15,"JoinHash","Semi",6001215,57805,3,3,60360.8,6.00122e+06,60360,1500000,231485,3,241492,75042940,"lineitem","l_orderkey","REFERENCE","orders","o_orderkey","REFERENCE",1,"No","Ascending","b84c0a6bac8ed163",23,92
16,"JoinHash","Inner",184970,150000,12,2,150000,179556,150000,99996,184970,14,179556,46348685,"orders","o_custkey","REFERENCE","customer","c_custkey","REFERENCE",1,"No","No","88a72293bd68c223",3,2
17,"JoinHash","Inner",184970,227597,9,3,179556,224400,179556,224400,184970,12,179556,82296424,"lineitem","l_orderkey","REFERENCE","orders","o_orderkey","REFERENCE",0,"No","No","88a72293bd68c223",4,23
18,"JoinHash","Inner",184970,2036,4,5,179556,2000,2000,2000,184970,9,179556,23307538,"lineitem","l_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","88a72293bd68c223",4,1
19,"JoinHash","Inner",2036,5,2,3,2000,5,5,5,2036,5,2000,220154,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","No","88a72293bd68c223",1,1
20,"JoinHash","Semi",910519,2036,4,5,897782,2000,10000,2000,184970,4,179556,39838988,"lineitem","l_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","88a72293bd68c223",4,1
21,"JoinHash","Semi",6001215,227597,4,3,6.00122e+06,224400,1500000,224400,910519,4,897782,199191867,"lineitem","l_orderkey","DATA","orders","o_orderkey","REFERENCE",1,"Ascending","No","88a72293bd68c223",92,23
22,"JoinHash","Semi",10000,5,2,3,10000,5,25,5,2036,2,2000,189701,"supplier","s_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","No","88a72293bd68c223",1,1
23,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,142416,"nation","n_regionkey","DATA","region","r_regionkey","REFERENCE",1,"No","No","88a72293bd68c223",1,1
24,"JoinHash","Inner",11148,787,11,4,400,27184,400,400,11148,15,27184,4193890,"lineitem","l_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","be0f6631891e26a1",1,17
25,"JoinHash","Inner",11148,117393,5,6,89958,27184,89957,27183,11148,11,27184,11009721,"lineitem","l_orderkey","REFERENCE","orders","o_orderkey","REFERENCE",0,"No","No","be0f6631891e26a1",23,2
26,"JoinHash","Inner",787,2,2,2,400,2,0,0,787,4,400,128028,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","No","be0f6631891e26a1",1,1
27,"JoinHash","Inner",117393,11896,2,4,6000,89958,5999,5996,117393,6,89958,13389716,"orders","o_custkey","REFERENCE","customer","c_custkey","REFERENCE",1,"No","No","be0f6631891e26a1",3,23
28,"JoinHash","Inner",11896,2,2,2,6000,2,1,0,11896,4,6000,868602,"customer","c_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","No","be0f6631891e26a1",3,1
29,"JoinHash","Semi",10000,2,2,2,10000,2,25,0,787,2,400,200038,"supplier","s_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","No","be0f6631891e26a1",1,1
30,"JoinHash","Semi",472384,117393,5,6,89958,240049,89957,240048,36862,5,89957.9,33757795,"lineitem","l_orderkey","REFERENCE","orders","o_orderkey","REFERENCE",1,"No","No","be0f6631891e26a1",23,92
31,"JoinHash","Semi",1500000,11896,2,4,6000,1.5e+06,5999,99996,117393,2,89958,16064670,"orders","o_custkey","REFERENCE","customer","c_custkey","REFERENCE",1,"No","No","be0f6631891e26a1",3,23
32,"JoinHash","Semi",6001215,787,5,4,400,6.00122e+06,400,10000,472384,5,240049,45000382,"lineitem","l_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","be0f6631891e26a1",1,92
33,"JoinHash","Semi",150000,2,2,2,150000,2,25,0,11896,2,6000,1110059,"customer","c_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","No","be0f6631891e26a1",3,1
