0,"JoinHash","Semi",6449,4765,17,2,16154,16154,16154,-1,4765,17,16154,2112349,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","d3bc3b94e973ebf9",11,1,0,-2,8000000,0
1,"JoinHash","Inner",6449,8084,13,4,4038.5,16154,4038,4038,6449,17,16154,3579460,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",0,"No","No","d3bc3b94e973ebf9",32,2,-2,0,8000000,2000000
2,"JoinHash","Inner",6449,19837,3,10,20000,16154,19999,16154,6449,13,16154,1788543,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",0,"No","No","d3bc3b94e973ebf9",2,12,-2,0,8000000,100000
3,"JoinHash","Inner",19837,5,7,3,20000,5,5,5,19837,10,20000,1122912,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","d3bc3b94e973ebf9",2,1,0,0,100000,25
4,"JoinHash","Semi",32336,19837,3,7,20000,16154,19999,16154,6449,3,16154,2425467,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","d3bc3b94e973ebf9",2,54,-2,-2,8000000,100000
5,"JoinHash","Semi",32336,19837,3,10,20000,16154,19999,16154,6449,3,16154,6005137,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","d3bc3b94e973ebf9",2,54,-2,-2,8000000,100000
6,"JoinHash","Semi",8000000,8084,3,4,4038.5,8e+06,4038,2000000,32336,3,16154,27033632,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",1,"No","No","d3bc3b94e973ebf9",32,123,-2,-2,8000000,2000000
7,"JoinHash","Semi",100000,5,7,3,100000,5,25,5,19837,7,20000,991113,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","d3bc3b94e973ebf9",2,1,0,0,100000,25
8,"JoinHash","Semi",100000,5,7,3,100000,5,25,5,19837,7,20000,1087640,"supplier","s_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","Ascending","d3bc3b94e973ebf9",2,1,0,0,100000,25
9,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,81510,"nation","n_regionkey","DATA","region","r_regionkey","REFERENCE",1,"No","Ascending","d3bc3b94e973ebf9",1,1,0,0,25,5
10,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,59090,"nation","n_regionkey","REFERENCE","region","r_regionkey","REFERENCE",1,"No","Ascending","d3bc3b94e973ebf9",1,1,0,0,25,5
11,"JoinHash","Semi",6410,4741,17,2,15878.8,15878.8,15878,-1,4741,17,15878.8,2086576,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","383c270299d9e565",10,1,0,-2,8000000,0
12,"JoinHash","Inner",6410,7936,13,4,3969.7,15878.8,3969,3969,6410,17,15878.8,3524213,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",0,"No","No","383c270299d9e565",32,2,-2,0,8000000,2000000
13,"JoinHash","Inner",6410,20033,3,10,20000,15878.8,19999,15878,6410,13,15878.8,1761443,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",0,"No","No","383c270299d9e565",2,12,-2,0,8000000,100000
14,"JoinHash","Inner",20033,5,7,3,20000,5,5,5,20033,10,20000,977773,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","383c270299d9e565",2,1,0,0,100000,25
15,"JoinHash","Semi",31744,20033,3,7,20000,15878.8,19999,15878,6410,3,15878.8,2462974,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","383c270299d9e565",2,55,-2,-2,8000000,100000
