"TableScan",12,2,12,12,2,12,21722,"REFERENCE","store","s_state","ColumnVsValue","No","62abd1717043ab45",1,"Equals",0,0,0,1
"TableScan",65535,2,65535,366,2,333.86,207512,"DATA","date_dim","d_year","ColumnVsValue","No","62abd1717043ab45",1,"Equals",0,0,0,1
"TableScan",1675,3,1823,149,3,149.735,49101,"REFERENCE","date_dim","d_moy","ColumnVsValue","No","48102a81fee54f33",1,"Equals",0,0,0,1
"TableScan",18000,4,18000,39,4,32.808,45400,"DATA","item","i_manufact_id","ColumnVsValue","No","48102a81fee54f33",1,"Equals",0,0,0,1
"TableScan",51,2,31026.5,45,2,31026.5,54550,"REFERENCE","customer","COUNT(*)","ColumnVsValue","No","43e0ae6c5f21fc66",1,"GreaterThanEquals",0,0,0,1
"TableScan",365,3,333.86,31,3,28.3362,14528,"REFERENCE","date_dim","d_moy","ColumnVsValue","No","43e0ae6c5f21fc66",1,"Equals",0,0,0,1
"TableScan",65535,3,65535,365,3,333.86,115665,"DATA","date_dim","d_year","ColumnVsValue","No","43e0ae6c5f21fc66",1,"Equals",0,0,0,1
"TableScan",300,3,300,295,3,300,28497,"REFERENCE","promotion","p_channel_email","ColumnVsValue","No","a5ed8e369e84a26a",1,"Equals",0,0,0,1
"TableScan",300,3,300,296,3,300,12223,"REFERENCE","promotion","p_channel_event","ColumnVsValue","No","a5ed8e369e84a26a",1,"Equals",0,0,0,1
"TableScan",54880,4,54880,27440,4,27440,1015488,"REFERENCE","customer_demographics","cd_gender","ColumnVsValue","No","a5ed8e369e84a26a",30,"Equals",0,0,0,30
"TableScan",65535,2,65535,366,2,333.86,96667,"DATA","date_dim","d_year","ColumnVsValue","No","a5ed8e369e84a26a",1,"Equals",0,0,0,1
"TableScan",274400,4,274400,54880,4,54880,1535700,"REFERENCE","customer_demographics","cd_marital_status","ColumnVsValue","No","a5ed8e369e84a26a",30,"Equals",0,0,0,30
"TableScan",1920800,4,1.9208e+06,274400,4,274400,3146834,"DATA","customer_demographics","cd_education_status","ColumnVsValue","No","a5ed8e369e84a26a",30,"Equals",0,0,0,30
