0,"JoinHash","Semi",6397,4752,17,2,16123.2,16123.2,16123,-1,4752,17,16123.2,2109694,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","2d4c5fcadb75581f",10,1,0,-2,8000000,0
1,"JoinHash","Inner",6397,8033,13,4,4030.8,16123.2,4030,4030,6397,17,16123.2,3475319,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",0,"No","No","2d4c5fcadb75581f",32,2,-2,0,8000000,2000000
2,"JoinHash","Inner",6397,20037,3,10,20000,16123.2,19999,16123,6397,13,16123.2,1767519,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",0,"No","No","2d4c5fcadb75581f",2,12,-2,0,8000000,100000
3,"JoinHash","Inner",20037,5,7,3,20000,5,5,5,20037,10,20000,1002218,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","2d4c5fcadb75581f",2,1,0,0,100000,25
4,"JoinHash","Semi",32132,20037,3,7,20000,16123.2,19999,16123,6397,3,16123.2,2445862,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","2d4c5fcadb75581f",2,54,-2,-2,8000000,100000
5,"JoinHash","Semi",32132,20037,3,10,20000,16123.2,19999,16123,6397,3,16123.2,5897154,"partsupp","ps_suppkey","REFERENCE","supplier","s_suppkey","REFERENCE",1,"No","No","2d4c5fcadb75581f",2,54,-2,-2,8000000,100000
6,"JoinHash","Semi",8000000,8033,3,4,4030.8,8e+06,4030,2000000,32132,3,16123.2,27577513,"partsupp","ps_partkey","REFERENCE","part","p_partkey","REFERENCE",1,"No","No","2d4c5fcadb75581f",32,123,-2,-2,8000000,2000000
7,"JoinHash","Semi",100000,5,7,3,100000,5,25,5,20037,7,20000,996840,"supplier","s_nationkey","REFERENCE","nation","n_nationkey","REFERENCE",1,"No","Ascending","2d4c5fcadb75581f",2,1,0,0,100000,25
8,"JoinHash","Semi",100000,5,7,3,100000,5,25,5,20037,7,20000,1097767,"supplier","s_nationkey","DATA","nation","n_nationkey","REFERENCE",1,"No","Ascending","2d4c5fcadb75581f",2,1,0,0,100000,25
9,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,78227,"nation","n_regionkey","DATA","region","r_regionkey","REFERENCE",1,"No","Ascending","2d4c5fcadb75581f",1,1,0,0,25,5
10,"JoinHash","Semi",25,1,3,2,25,1,5,1,5,3,5,59369,"nation","n_regionkey","REFERENCE","region","r_regionkey","REFERENCE",1,"No","Ascending","2d4c5fcadb75581f",1,1,0,0,25,5
11,"JoinHash","Semi",6450,4760,17,2,16225.2,16225.2,16225,-1,4760,17,16225.2,2108227,"partsupp","ps_supplycost","REFERENCE","","","",1,"No","","cc1a3c5869b87366",11,1,0,-2,8000000,0
