"TableScan",59205321,7,5.92053e+07,58861298,7,5.89458e+07,122443313,"DATA","lineitem","l_shipdate","ColumnVsValue","No","ae86c17a865bcff8",904,"LessThanEquals",0,893,0,904
"TableScan",59008716,7,5.90087e+07,58635379,7,5.89456e+07,112420162,"DATA","lineitem","l_shipdate","ColumnVsValue","No","5aa537e0d658225a",901,"LessThanEquals",0,889,0,901
"TableScan",59598531,7,5.95985e+07,59398397,7,5.93984e+07,105944763,"DATA","lineitem","l_shipdate","ColumnVsValue","No","b677fb55002d6f92",910,"LessThanEquals",0,903,0,910
"TableScan",59336391,7,5.93364e+07,59047103,7,5.89459e+07,127276083,"DATA","lineitem","l_shipdate","ColumnVsValue","No","b2417c7a25d7a0a1",906,"LessThanEquals",0,896,0,906
"TableScan",59729601,7,5.97296e+07,59543749,7,5.93984e+07,145570101,"DATA","lineitem","l_shipdate","ColumnVsValue","No","6fb3f7e54d76ceed",912,"LessThanEquals",0,905,0,912
"TableScan",59205321,7,5.92053e+07,58925201,7,5.89458e+07,106492983,"DATA","lineitem","l_shipdate","ColumnVsValue","No","4cd86c93b28607d6",904,"LessThanEquals",0,894,0,904
"TableScan",59270856,7,5.92709e+07,59007248,7,5.89458e+07,145144531,"DATA","lineitem","l_shipdate","ColumnVsValue","No","7d19fa930e67f9c1",905,"LessThanEquals",0,896,0,905
"TableScan",59008716,7,5.90087e+07,58659100,7,5.89458e+07,111739380,"DATA","lineitem","l_shipdate","ColumnVsValue","No","c6bcbe4c09b85db0",901,"LessThanEquals",0,890,0,901
"TableScan",59664066,7,5.96641e+07,59473636,7,5.93984e+07,163766678,"DATA","lineitem","l_shipdate","ColumnVsValue","No","e4045eee81646eb0",911,"LessThanEquals",0,904,0,911
"TableScan",59401926,7,5.94019e+07,59142609,7,5.93983e+07,133134615,"DATA","lineitem","l_shipdate","ColumnVsValue","No","f5aef478da6a9bcc",907,"LessThanEquals",0,898,0,907
"TableScan",59598531,7,5.95985e+07,59366958,7,5.93984e+07,126489416,"DATA","lineitem","l_shipdate","ColumnVsValue","No","d6526b1f836cfab4",910,"LessThanEquals",0,902,0,910
"TableScan",59467461,7,5.94675e+07,59215208,7,5.93983e+07,131589696,"DATA","lineitem","l_shipdate","ColumnVsValue","No","c4ac9a56a0868f06",908,"LessThanEquals",0,899,0,908
"TableScan",59270856,7,5.92709e+07,59007248,7,5.89458e+07,143766473,"DATA","lineitem","l_shipdate","ColumnVsValue","No","7d19fa930e67f9c1",905,"LessThanEquals",0,896,0,905
"TableScan",59729601,7,5.97296e+07,59516273,7,5.93984e+07,114274643,"DATA","lineitem","l_shipdate","ColumnVsValue","No","5847516f351e1a2e",912,"LessThanEquals",0,905,0,912
"TableScan",59598531,7,5.95985e+07,59382844,7,5.93984e+07,121788584,"DATA","lineitem","l_shipdate","ColumnVsValue","No","1a48bd3a39e20462",910,"LessThanEquals",0,902,0,910
"TableScan",58943181,7,5.89432e+07,58611543,7,5.89431e+07,117338289,"DATA","lineitem","l_shipdate","ColumnVsValue","No","a374b38c4825a71e",900,"LessThanEquals",0,889,0,900
"TableScan",59664066,7,5.96641e+07,59473636,7,5.93984e+07,106142497,"DATA","lineitem","l_shipdate","ColumnVsValue","No","e4045eee81646eb0",911,"LessThanEquals",0,904,0,911
"TableScan",59205321,7,5.92053e+07,58904235,7,5.89458e+07,170542838,"DATA","lineitem","l_shipdate","ColumnVsValue","No","b58acca9ce914428",904,"LessThanEquals",0,894,0,904
"TableScan",59074251,7,5.90743e+07,58773499,7,5.89458e+07,109662795,"DATA","lineitem","l_shipdate","ColumnVsValue","No","269419d15e668496",902,"LessThanEquals",0,892,0,902
"TableScan",59467461,7,5.94675e+07,59215208,7,5.93983e+07,120822268,"DATA","lineitem","l_shipdate","ColumnVsValue","No","c4ac9a56a0868f06",908,"LessThanEquals",0,899,0,908
