0,"JoinHash","Inner",405,4,16,1,4,55.8755,4,2,405,17,55.8755,221831,"movie_companies","company_type_id","REFERENCE","company_type","id","REFERENCE",1,"No","No","bf7a841ada440162",1,1
1,"JoinHash","Inner",154,828,3,13,55.8755,97.7764,55,97,405,16,55.8755,377028,"title","id","REFERENCE","movie_companies","movie_id","REFERENCE",0,"No","No","bf7a841ada440162",1,2
2,"JoinHash","Inner",828,1,11,2,1,97.7764,1,0,828,13,97.7764,401264,"cast_info","role_id","REFERENCE","role_type","id","REFERENCE",1,"No","No","bf7a841ada440162",1,2
3,"JoinHash","Inner",567,871,2,9,1246.22,210.924,1246,97,828,11,97.7764,847928,"char_name","id","REFERENCE","cast_info","person_role_id","REFERENCE",0,"No","No","bf7a841ada440162",2,2
4,"JoinHash","Semi",4736508,828,3,13,4.73651e+06,97.7764,4736508,97,299,3,97.7763,31733319,"title","id","DATA","movie_companies","movie_id","REFERENCE",1,"No","No","bf7a841ada440162",73,2
5,"JoinHash","Semi",1248,1,9,2,1,2688.36,1,11,871,9,210.924,1164189,"cast_info","role_id","REFERENCE","role_type","id","REFERENCE",1,"No","No","bf7a841ada440162",1,3
6,"JoinHash","Semi",4314863,1248,2,9,4.31486e+06,2688.36,4314863,1246,567,2,1246.22,29952949,"char_name","id","DATA","cast_info","person_role_id","REFERENCE",1,"No","No","bf7a841ada440162",66,3
7,"JoinHash","Inner",826,20944,4,5,2688.36,17835.9,2688,17835,1248,9,2688.36,4792819,"cast_info","movie_id","REFERENCE","movie_companies","movie_id","REFERENCE",0,"No","No","bf7a841ada440162",321,31
8,"JoinHash","Inner",20944,2430,3,2,1302.65,17835.9,1302,1302,20944,5,17835.9,3165412,"movie_companies","company_id","REFERENCE","company_name","id","REFERENCE",1,"No","No","bf7a841ada440162",6,31
9,"JoinHash","Semi",4958296,2430,3,2,1302.65,4.9583e+06,1302,362131,20944,3,17835.9,21399493,"movie_companies","company_id","REFERENCE","company_name","id","REFERENCE",1,"No","No","bf7a841ada440162",6,76
10,"JoinHash","Semi",63475835,20944,4,5,6.34758e+07,17835.9,4238610,17835,543249,4,268836,541131052,"cast_info","movie_id","DATA","movie_companies","movie_id","REFERENCE",1,"No","No","bf7a841ada440162",969,31
11,"JoinHash","Inner",0,4,16,1,4,385.656,4,2,0,17,385.656,54829,"movie_companies","company_type_id","REFERENCE","company_type","id","REFERENCE",0,"No","Ascending","93b0497454e644f9",1,0
12,"JoinHash","Inner",0,0,3,13,385.656,977.763,385,977,0,16,385.656,87098,"title","id","REFERENCE","movie_companies","movie_id","REFERENCE",0,"Ascending","Ascending","93b0497454e644f9",0,0
13,"JoinHash","Inner",0,1,11,2,1,977.763,1,0,0,13,977.763,50848,"cast_info","role_id","REFERENCE","role_type","id","REFERENCE",0,"No","Ascending","93b0497454e644f9",1,0
14,"JoinHash","Inner",0,0,2,9,12462.2,2109.23,12462,977,0,11,977.763,47984,"char_name","id","REFERENCE","cast_info","person_role_id","REFERENCE",0,"Ascending","Ascending","93b0497454e644f9",0,0
15,"JoinHash","Semi",4736508,0,3,13,4.73651e+06,977.763,4736508,977,0,3,977.763,29028051,"title","id","DATA","movie_companies","movie_id","REFERENCE",1,"No","Ascending","93b0497454e644f9",73,0
16,"JoinHash","Semi",26781,1,9,2,1,26883.6,1,11,0,9,2109.23,3774816,"cast_info","role_id","REFERENCE","role_type","id","REFERENCE",1,"No","No","93b0497454e644f9",1,27
17,"JoinHash","Semi",4314863,26781,2,9,4.31486e+06,26883.6,4314863,12462,0,2,12462.2,29810464,"char_name","id","DATA","cast_info","person_role_id","REFERENCE",1,"No","No","93b0497454e644f9",66,27
18,"JoinHash","Inner",18291,20944,4,5,26883.6,17835.9,17822,17835,26781,9,26883.6,13686982,"cast_info","movie_id","REFERENCE","movie_companies","movie_id","REFERENCE",0,"No","No","93b0497454e644f9",64,31
19,"JoinHash","Inner",20944,2430,3,2,1302.65,17835.9,1302,1302,20944,5,17835.9,2539243,"movie_companies","company_id","REFERENCE","company_name","id","REFERENCE",1,"No","No","93b0497454e644f9",6,31
20,"JoinHash","Semi",63475835,20944,4,5,6.34758e+07,17835.9,4238610,17835,543249,4,268836,492121726,"cast_info","movie_id","DATA","movie_companies","movie_id","REFERENCE",1,"No","No","93b0497454e644f9",969,31
21,"JoinHash","Semi",4958296,2430,3,2,1302.65,4.9583e+06,1302,362131,20944,3,17835.9,17872072,"movie_companies","company_id","REFERENCE","company_name","id","REFERENCE",1,"No","No","93b0497454e644f9",6,76
22,"JoinHash","Inner",24,4,15,1,4,527239,4,2,24,16,527239,109099,"movie_companies","company_type_id","REFERENCE","company_type","id","REFERENCE",1,"No","No","5c2e67f8610dd1cd",1,1
23,"JoinHash","Inner",11,28,3,12,527239,668200,527238,668200,24,15,527239,164417,"title","id","REFERENCE","cast_info","movie_id","REFERENCE",0,"No","No","5c2e67f8610dd1cd",1,1
24,"JoinHash","Inner",28,12,11,1,12,709721,12,11,28,12,668200,160086,"cast_info","role_id","REFERENCE","role_type","id","REFERENCE",1,"No","No","5c2e67f8610dd1cd",1,1
25,"JoinHash","Inner",6,2359546,2,9,497804,1.53101e+06,497804,497804,28,11,709721,87594587,"char_name","id","REFERENCE","cast_info","person_role_id","REFERENCE",0,"No","No","5c2e67f8610dd1cd",1,16
26,"JoinHash","Semi",4736508,28,3,12,4.73651e+06,668200,4736508,668200,12,3,668200,29330763,"title","id","DATA","cast_info","movie_id","REFERENCE",1,"No","No","5c2e67f8610dd1cd",73,1
27,"JoinHash","Inner",1034574,2216160,4,5,1.53101e+06,1.01525e+06,1015248,1015248,2359546,9,1.53101e+06,689299053,"cast_info","movie_id","REFERENCE","movie_companies","movie_id","REFERENCE",0,"No","No","5c2e67f8610dd1cd",32,2
28,"JoinHash","Semi",4314863,2359546,2,9,4.31486e+06,1.53101e+06,4314863,497804,6,2,497804,118112659,"char_name","id","DATA","cast_info","person_role_id","REFERENCE",1,"No","No","5c2e67f8610dd1cd",66,16
29,"JoinHash","Inner",2216160,138939,3,2,74149,1.01525e+06,74149,74149,2216160,5,1.01525e+06,266567866,"movie_companies","company_id","REFERENCE","company_name","id","REFERENCE",1,"No","No","5c2e67f8610dd1cd",6,2
30,"JoinHash","Semi",2809064,2216160,4,5,6.34758e+06,1.01525e+06,4230654,1015248,1034574,4,1.53101e+06,532199730,"cast_info","movie_id","REFERENCE","movie_companies","movie_id","REFERENCE",1,"No","No","5c2e67f8610dd1cd",204,2
31,"JoinHash","Semi",4958296,138939,3,2,74149,4.9583e+06,74149,362131,2216160,3,1.01525e+06,157143955,"movie_companies","company_id","REFERENCE","company_name","id","REFERENCE",1,"No","No","5c2e67f8610dd1cd",6,76
32,"JoinHash","Inner",987,25368,3,17,7.93904,2.22035,7,2,6321,20,2.22035,2120588,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",0,"No","No","71d553355b14723a",27,4
33,"JoinHash","Inner",25368,2,15,2,1.8,7.93904,1,1,25368,17,7.93904,3060224,"movie_link","link_type_id","REFERENCE","link_type","id","REFERENCE",1,"No","No","71d553355b14723a",1,27
34,"JoinHash","Semi",4736508,25368,3,17,7.93904,4.73651e+06,7,4736508,1886,3,7.93904,31681563,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",1,"No","No","71d553355b14723a",27,73
35,"JoinHash","Inner",154382,2393,2,13,9.28351,10.1163,8,10,25368,15,9.28351,5445597,"movie_link","movie_id","REFERENCE","movie_companies","movie_id","REFERENCE",1,"No","No","71d553355b14723a",32,5
36,"JoinHash","Inner",1003,13127,3,10,10.1163,10.1163,10,10,2393,13,10.1163,2268102,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",0,"No","No","71d553355b14723a",20,2
37,"JoinHash","Semi",218734,2,2,2,1.8,88.8628,1,11,154382,2,9.28351,6578077,"movie_link","link_type_id","REFERENCE","link_type","id","REFERENCE",1,"No","No","71d553355b14723a",1,34
38,"JoinHash","Semi",71321,13127,3,10,10.1163,72188.8,10,36094,1003,3,10.1163,5721907,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",1,"No","No","71d553355b14723a",20,2
39,"JoinHash","Inner",15092,1,8,2,40.4653,1,2,1,13127,10,10.1163,1621051,"movie_companies","company_type_id","REFERENCE","company_type","id","REFERENCE",1,"No","No","71d553355b14723a",23,1
40,"JoinHash","Semi",2585150,13127,2,10,2.58515e+06,10.1163,326265,10,218734,2,88.8628,14349399,"movie_link","movie_id","DATA","movie_companies","movie_id","REFERENCE",1,"No","No","71d553355b14723a",40,20
41,"JoinHash","Inner",15092,11404,4,4,31.6113,40.4653,31,31,15092,8,40.4653,5444270,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","71d553355b14723a",20,45
42,"JoinHash","Inner",11404,1,2,2,31.6113,1,1,1,11404,4,31.6113,1323717,"movie_keyword","keyword_id","REFERENCE","keyword","id","REFERENCE",1,"No","No","71d553355b14723a",20,1
43,"JoinHash","Semi",4958296,11404,4,4,31.6113,4.9583e+06,31,2197238,67653,4,75.1553,22932609,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","71d553355b14723a",20,76
44,"JoinHash","Semi",7480087,1,2,2,7.48009e+06,1,236627,1,11404,2,31.6113,26977798,"movie_keyword","keyword_id","DATA","keyword","id","REFERENCE",1,"No","No","71d553355b14723a",115,1
45,"JoinHash","Inner",0,12111,3,17,7.93904,0.106601,7,0,0,20,0.106601,638810,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",0,"No","Ascending","e53eb08df57aa6c7",15,0
46,"JoinHash","Inner",12111,1,15,2,1.8,7.93904,1,1,12111,17,7.93904,1791894,"movie_link","link_type_id","REFERENCE","link_type","id","REFERENCE",1,"No","No","e53eb08df57aa6c7",1,15
47,"JoinHash","Inner",77348,2393,2,13,9.28351,10.1163,8,10,12111,15,9.28351,3933016,"movie_link","movie_id","REFERENCE","movie_companies","movie_id","REFERENCE",1,"No","No","e53eb08df57aa6c7",31,5
48,"JoinHash","Semi",4736508,12111,3,17,7.93904,4.73651e+06,7,4736508,1840,3,7.93904,31104427,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",1,"No","No","e53eb08df57aa6c7",15,73
49,"JoinHash","Inner",1003,13127,3,10,10.1163,10.1163,10,10,2393,13,10.1163,2672510,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",0,"No","No","e53eb08df57aa6c7",20,2
50,"JoinHash","Semi",218734,1,2,2,1.8,88.8628,1,11,77348,2,9.28351,7856325,"movie_link","link_type_id","REFERENCE","link_type","id","REFERENCE",1,"No","No","e53eb08df57aa6c7",1,34
51,"JoinHash","Semi",71321,13127,3,10,10.1163,72188.8,10,36094,1003,3,10.1163,5978939,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",1,"No","No","e53eb08df57aa6c7",20,2
52,"JoinHash","Inner",15092,1,8,2,40.4653,1,2,1,13127,10,10.1163,1653111,"movie_companies","company_type_id","REFERENCE","company_type","id","REFERENCE",1,"No","No","e53eb08df57aa6c7",23,1
53,"JoinHash","Semi",2585150,13127,2,10,2.58515e+06,10.1163,326265,10,218734,2,88.8628,15183777,"movie_link","movie_id","DATA","movie_companies","movie_id","REFERENCE",1,"No","No","e53eb08df57aa6c7",40,20
54,"JoinHash","Inner",15092,11404,4,4,31.6113,40.4653,31,31,15092,8,40.4653,5824091,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","e53eb08df57aa6c7",20,45
55,"JoinHash","Inner",11404,1,2,2,31.6113,1,1,1,11404,4,31.6113,1599609,"movie_keyword","keyword_id","REFERENCE","keyword","id","REFERENCE",1,"No","No","e53eb08df57aa6c7",20,1
56,"JoinHash","Semi",4958296,11404,4,4,31.6113,4.9583e+06,31,2197238,67653,4,75.1553,23234273,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","e53eb08df57aa6c7",20,76
57,"JoinHash","Semi",7480087,1,2,2,7.48009e+06,1,236627,1,11404,2,31.6113,26702606,"movie_keyword","keyword_id","DATA","keyword","id","REFERENCE",1,"No","No","e53eb08df57aa6c7",115,1
58,"JoinHash","Inner",625910,18,18,1,18,166.043,18,13,625910,19,166.043,76415698,"movie_link","link_type_id","REFERENCE","link_type","id","REFERENCE",1,"No","No","cf44364699946c82",1,4
59,"JoinHash","Inner",1198,637742,3,15,195.443,24.8398,25,24,625910,18,186.82,73167379,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",0,"No","No","cf44364699946c82",4,3
60,"JoinHash","Inner",425824,7871,2,13,228.292,26.0175,25,25,637742,15,228.541,57246240,"movie_link","movie_id","REFERENCE","movie_companies","movie_id","REFERENCE",1,"No","No","cf44364699946c82",4,12
61,"JoinHash","Semi",4736508,637742,3,15,195.443,4.73651e+06,25,4736508,1394,3,25.9862,65831964,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",1,"No","No","cf44364699946c82",4,73
62,"JoinHash","Inner",74,233484,3,10,26.0175,26.0175,26,26,7871,13,26.0175,2603781,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",0,"No","No","cf44364699946c82",32,1
63,"JoinHash","Semi",2585150,233484,2,10,2.58515e+06,26.0175,326265,25,425824,2,228.292,32158889,"movie_link","movie_id","DATA","movie_companies","movie_id","REFERENCE",1,"No","No","cf44364699946c82",40,32
64,"JoinHash","Semi",96,233484,3,10,26.0175,72188.8,26,36094,74,3,26.0175,3686252,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",1,"No","No","cf44364699946c82",32,1
65,"JoinHash","Inner",254842,3,8,2,34.69,3,2,3,233484,10,26.0175,15767897,"movie_companies","company_type_id","REFERENCE","company_type","id","REFERENCE",1,"No","No","cf44364699946c82",54,1
66,"JoinHash","Inner",225770,52583,4,4,31.6113,34.69,31,30,254842,8,34.69,34227023,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","cf44364699946c82",82,64
67,"JoinHash","Inner",52583,3,2,2,31.6113,3,1,1,52583,4,31.6113,4910508,"movie_keyword","keyword_id","REFERENCE","keyword","id","REFERENCE",1,"No","No","cf44364699946c82",82,3
68,"JoinHash","Semi",4958296,52583,4,4,31.6113,4.9583e+06,31,2197238,300267,4,75.1553,49754651,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","cf44364699946c82",82,76
69,"JoinHash","Semi",7480087,3,2,2,7.48009e+06,3,236627,1,52583,2,31.6113,28856091,"movie_keyword","keyword_id","DATA","keyword","id","REFERENCE",1,"No","No","cf44364699946c82",115,3
70,"JoinHash","Inner",9221275,18,18,1,18,159.232,18,13,9221275,19,159.232,1263627388,"movie_link","link_type_id","REFERENCE","link_type","id","REFERENCE",1,"No","No","9d2ed9982194a23d",1,4
71,"JoinHash","Inner",17776,10095657,3,15,187.425,23.8417,24,23,9221275,18,179.156,1353705342,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",0,"No","No","9d2ed9982194a23d",4,40
72,"JoinHash","Inner",425824,230456,2,13,228.292,24.9502,25,24,10095657,15,219.165,1042815780,"movie_link","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","9d2ed9982194a23d",4,32
73,"JoinHash","Semi",4736508,10095657,3,15,187.425,4.73651e+06,24,4736508,22033,3,24.9421,951264918,"title","id","REFERENCE","movie_link","movie_id","REFERENCE",1,"No","No","9d2ed9982194a23d",4,73
74,"JoinHash","Inner",15306,233484,3,10,26.0175,24.9502,26,24,230456,13,24.9502,23276529,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",0,"No","No","9d2ed9982194a23d",32,4
75,"JoinHash","Semi",2585150,233484,2,10,2.58515e+06,26.0175,326265,25,425824,2,228.292,39304952,"movie_link","movie_id","DATA","movie_keyword","movie_id","REFERENCE",1,"No","No","9d2ed9982194a23d",40,32
76,"JoinHash","Inner",254842,3,8,2,34.69,3,2,3,233484,10,26.0175,15304540,"movie_companies","company_type_id","REFERENCE","company_type","id","REFERENCE",1,"No","No","9d2ed9982194a23d",54,1
77,"JoinHash","Inner",225770,52583,4,4,31.6113,34.69,31,30,254842,8,34.69,35844721,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","9d2ed9982194a23d",82,64
78,"JoinHash","Semi",362131,233484,3,10,26.0175,362131,26,362131,16349,3,26.0175,18082796,"company_name","id","REFERENCE","movie_companies","company_id","REFERENCE",1,"No","No","9d2ed9982194a23d",32,6
79,"JoinHash","Inner",52583,3,2,2,31.6113,3,1,1,52583,4,31.6113,4688539,"movie_keyword","keyword_id","REFERENCE","keyword","id","REFERENCE",1,"No","No","9d2ed9982194a23d",82,3
80,"JoinHash","Semi",4958296,52583,4,4,31.6113,4.9583e+06,31,2197238,300267,4,75.1553,45195536,"movie_companies","movie_id","REFERENCE","movie_keyword","movie_id","REFERENCE",1,"No","No","9d2ed9982194a23d",82,76
